id,english_word,persian_translation,example_sentence,persian_example,phonetic,category,level,created_at,last_reviewed,next_review,ease_factor,repetition,interval,is_favorite
1884,disaster,فاجعه,"The earthquake was a natural disaster.","زلزله یک فاجعه طبیعی بود.","/dɪˈzɑː.stər/","عمومی","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1885,disastrous,فاجعه‌بار,"The policy had disastrous consequences.","سیاست پیامدهای فاجعه‌باری داشت.","/dɪˈzɑː.strəs/","عمومی","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1886,disc jockey/disk jockey,دی‌جی,"The disc jockey played great music.","دی‌جی موسیقی عالی پخش کرد.","/ˈdɪsk ˌdʒɒk.i/","موسیقی","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1887,discharge,ترخیص,"The patient was discharged from the hospital.","بیمار از بیمارستان ترخیص شد.","/dɪsˈtʃɑːdʒ/","سلامتی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1888,disciple,شاگرد,"Jesus had twelve disciples.","عیسی دوازده شاگرد داشت.","/dɪˈsaɪ.pəl/","مذهبی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1889,discipline,انضباط,"Military life requires discipline.","زندگی نظامی نیازمند انضباط است.","/ˈdɪs.ə.plɪn/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1890,disco,دیسکو,"We went dancing at the disco.","ما برای رقص به دیسکو رفتیم.","/ˈdɪs.kəʊ/","موسیقی","A2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1891,discomfort,ناراحتی,"The chair caused back discomfort.","صندلی باعث ناراحتی کمر شد.","/dɪsˈkʌm.fət/","عمومی","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1892,disconnect,قطع ارتباط,"They disconnected our electricity.","آنها برق ما را قطع کردند.","/ˌdɪs.kəˈnekt/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1893,discount,تخفیف,"Students get a 10% discount.","دانشجویان 10% تخفیف می‌گیرند.","/ˈdɪs.kaʊnt/","خرید","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1894,discourage,دلسرد کردن,"Don't let failure discourage you.","اجازه ندهید شکست شما را دلسرد کند.","/dɪsˈkʌr.ɪdʒ/","عمومی","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1895,discover,کشف کردن,"Columbus discovered America.","کلمبوس آمریکا را کشف کرد.","/dɪˈskʌv.ər/","عمومی","A2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1896,discovery,کشف,"The discovery of penicillin was important.","کشف پنی‌سیلین مهم بود.","/dɪˈskʌv.ər.i/","عمومی","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1897,discredit,بی‌اعتبار کردن,"The evidence discredited his alibi.","شواهد بی‌اعتبار کردن.","/dɪsˈkred.ɪt/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1898,discriminate,تبعیض قائل شدن,"It's illegal to discriminate based on race.","تبعیض بر اساس نژاد غیرقانونی است.","/dɪˈskrɪm.ɪ.neɪt/","اجتماعی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1899,discrimination,تبعیض,"Gender discrimination is unacceptable.","تبعیض جنسیتی غیرقابل قبول است.","/dɪˌskrɪm.ɪˈneɪ.ʃən/","اجتماعی","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1900,discuss,بحث کردن,"Let's discuss this problem together.","بیایید این مشکل را با هم بحث کنیم.","/dɪˈskʌs/","عمومی","A1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1901,discussion,بحث,"We had a long discussion about politics.","ما بحث طولانی‌ای درباره سیاست داشتیم.","/dɪˈskʌʃ.ən/","عمومی","A2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1902,disease,بیماری,"Heart disease is common in older people.","بیماری قلبی در افراد مسن شایع است.","/dɪˈziːz/","سلامتی","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1903,disgrace,ننگ,"His behavior brought disgrace to the family.","رفتارش ننگ به خانواده آورد.","/dɪsˈɡreɪs/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1904,disguise,تغییر چهره دادن,"He disguised himself as a woman.","او خود را به شکل زن تغییر چهره داد.","/dɪsˈɡaɪz/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1905,disguise,پوشش,"She wore a clever disguise.","او پوشش هوشمندانه‌ای داشت.","/dɪsˈɡaɪz/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1906,disgusting,مشمئزکننده,"The food tasted disgusting.","غذا طعم مشمئزکننده‌ای داشت.","/dɪsˈɡʌs.tɪŋ/","عمومی","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1907,dish,ظرف,"Please wash the dirty dishes.","لطفاً ظرف‌های کثیف را بشویید.","/dɪʃ/","خانه","A1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1908,dishonest,نادرست,"It's dishonest to cheat on exams.","تقلب در امتحانات نادرست است.","/dɪsˈɒn.ɪst/","عمومی","A2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1909,dishonesty,بی‌صداقتی,"Dishonesty destroys trust.","بی‌صداقتی اعتماد را از بین می‌برد.","/dɪsˈɒn.ə.sti/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1910,dishwasher,ماشین ظرفشویی,"The dishwasher broke yesterday.","ماشین ظرفشویی دیروز خراب شد.","/ˈdɪʃˌwɒʃ.ər/","خانه","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1911,disillusion,سرخوردگی,"The failed project caused disillusion.","پروژه ناموفق باعث سرخوردگی شد.","/ˌdɪs.ɪˈluː.ʒən/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1912,disk/disc,دیسک,"I saved the file on a disk.","فایل را روی دیسک ذخیره کردم.","/dɪsk/","تکنولوژی","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1913,dislike,عدم علاقه,"I have a strong dislike for spinach.","من علاقه‌ای به اسفناج ندارم.","/dɪsˈlaɪk/","عمومی","A2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1914,dislike,دوست نداشتن,"She dislikes waking up early.","او دوست ندارد صبح زود بیدار شود.","/dɪsˈlaɪk/","عمومی","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1915,dismiss,اخراج کردن,"The manager dismissed three employees.","مدیر سه کارمند را اخراج کرد.","/dɪˈsmɪs/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1916,disorder,بی‌نظمی,"The room was in complete disorder.","اتاق کاملاً بی‌نظم بود.","/dɪsˈɔː.dər/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1917,disorderly,آشفته,"The crowd became disorderly.","جمعیت آشفته شد.","/dɪsˈɔː.də.li/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1918,disorganized/disorganised,بی‌نظم,"His desk is always disorganized.","میز او همیشه بی‌نظم است.","/ˌdɪsˈɔː.ɡən.aɪzd/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1919,dispensable,غیرضروری,"These features are dispensable.","این ویژگی‌ها غیرضروری هستند.","/dɪˈspen.sə.bəl/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1920,displace,جابجا کردن,"The war displaced thousands of people.","جنگ هزاران نفر را جابجا کرد.","/dɪsˈpleɪs/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1921,display,نمایش دادن,"The museum displays ancient artifacts.","موزه آثار باستانی را نمایش می‌دهد.","/dɪˈspleɪ/","عمومی","A2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1922,display,نمایش,"The fireworks display was amazing.","نمایش آتش‌بازی شگفت‌انگیز بود.","/dɪˈspleɪ/","عمومی","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1923,displeasure,ناخشنودی,"He expressed his displeasure clearly.","او ناخشنودی خود را به وضوح بیان کرد.","/dɪsˈpleʒ.ər/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1924,disposal,دورریختنی,"The disposal of waste is important.","دورریختن زباله مهم است.","/dɪˈspəʊ.zəl/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1925,disposition,سرشت,"She has a cheerful disposition.","او سرشتی شاد دارد.","/ˌdɪs.pəˈzɪʃ.ən/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1926,dispute,اختلاف,"There was a dispute over the contract.","در مورد قرارداد اختلاف وجود داشت.","/dɪˈspjuːt/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1927,disqualify,محروم کردن,"He was disqualified from the competition.","او از مسابقه محروم شد.","/dɪsˈkwɒl.ɪ.faɪ/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1928,disregard,بی‌اعتنایی,"He showed complete disregard for the rules.","او بی‌اعتنایی کامل به قوانین نشان داد.","/ˌdɪs.rɪˈɡɑːd/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1929,disrupt,اختلال ایجاد کردن,"The protest disrupted traffic.","اعتراض به ترافیک اختلال ایجاد کرد.","/dɪsˈrʌpt/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1930,dissatisfaction,نارضایتی,"Customers expressed dissatisfaction.","مشتریان نارضایتی خود را ابراز کردند.","/ˌdɪs.sæt.ɪsˈfæk.ʃən/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1931,dissatisfied,ناراضی,"She was dissatisfied with the service.","او از خدمات ناراضی بود.","/dɪsˈsæt.ɪs.faɪd/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1932,dissident,مخالف,"Political dissidents were arrested.","مخالفان سیاسی دستگیر شدند.","/ˈdɪs.ɪ.dənt/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1933,dissolve,حل شدن,"Sugar dissolves in water.","شکر در آب حل می‌شود.","/dɪˈzɒlv/","عمومی","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1934,distance,فاصله,"What's the distance to the airport?","فاصله تا فرودگاه چقدر است؟","/ˈdɪs.təns/","عمومی","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1935,distant,دور,"The mountains looked distant.","کوه‌ها دور به نظر می‌رسیدند.","/ˈdɪs.tənt/","عمومی","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1936,distinction,تمایز,"There's a clear distinction between them.","تمایز واضحی بین آن‌ها وجود دارد.","/dɪˈstɪŋk.ʃən/","عمومی","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1937,distinctly,به وضوح,"I distinctly remember telling you.","من به وضوح یادم می‌آید که به شما گفتم.","/dɪˈstɪŋkt.li/","عمومی","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1938,distinguish,تشخیص دادن,"Can you distinguish between them?","می‌توانی بین آن‌ها تشخیص دهی؟","/dɪˈstɪŋ.ɡwɪʃ/","عمومی","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1939,distinguished,برجسته,"He's a distinguished professor.","او استاد برجسته‌ای است.","/dɪˈstɪŋ.ɡwɪʃt/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1940,distortion,تحریف,"The news report contained distortions.","گزارش خبری حاوی تحریف بود.","/dɪˈstɔː.ʃən/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1941,distract,حواس پرت کردن,"Don't distract me while I'm working.","وقتی کار می‌کنم حواس مرا پرت نکن.","/dɪˈstrækt/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1942,distraction,حواس‌پرتی,"Noise is a major distraction.","سر و صدا یک حواس‌پرتی بزرگ است.","/dɪˈstræk.ʃən/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1943,distressing,ناراحت کننده,"The news was very distressing.","خبر بسیار ناراحت کننده بود.","/dɪˈstres.ɪŋ/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1944,distribute,توزیع کردن,"We need to distribute these flyers.","ما باید این تراکت‌ها را توزیع کنیم.","/dɪˈstrɪb.juːt/","عمومی","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1945,distribution,توزیع,"The distribution of wealth is unequal.","توزیع ثروت نابرابر است.","/ˌdɪs.trɪˈbjuː.ʃən/","عمومی","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1946,distributor,توزیع‌کننده,"He works as a food distributor.","او به عنوان توزیع‌کننده مواد غذایی کار می‌کند.","/dɪˈstrɪb.jə.tər/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1947,district,منطقه,"We live in the business district.","ما در منطقه تجاری زندگی می‌کنیم.","/ˈdɪs.trɪkt/","عمومی","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1948,disturb,مزاحم شدن,"Sorry to disturb you.","ببخشید که مزاحمتان شدم.","/dɪˈstɜːb/","عمومی","A2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1949,disturbance,اختلال,"The noise caused a disturbance.","سر و صدا باعث اختلال شد.","/dɪˈstɜː.bəns/","عمومی","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1950,dive,شیرجه زدن,"He dove into the pool.","او در استخر شیرجه زد.","/daɪv/","ورزشی","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1951,dive,غواصی کردن,"We went diving in the Red Sea.","ما در دریای سرخ غواصی کردیم.","/daɪv/","ورزشی","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1952,diver,غواص,"The diver explored the coral reef.","غواص صخره مرجانی را کاوش کرد.","/ˈdaɪ.vər/","ورزشی","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1953,diverse,متنوع,"The city has a diverse population.","شهر جمعیت متنوعی دارد.","/daɪˈvɜːs/","عمومی","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1954,diversion,انحراف,"The road was closed, so we took a diversion.","جاده بسته بود، بنابراین ما انحراف گرفتیم.","/daɪˈvɜː.ʃən/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1955,divert,منحرف کردن,"They diverted the river to prevent flooding.","آنها رودخانه را برای جلوگیری از سیل منحرف کردند.","/daɪˈvɜːt/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1956,divide,تقسیم کردن,"Divide the cake into eight pieces.","کیک را به هشت تکه تقسیم کنید.","/dɪˈvaɪd/","عمومی","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1957,divide,تقسیم شدن,"The cell divides rapidly.","سلول به سرعت تقسیم می‌شود.","/dɪˈvaɪd/","عمومی","A2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1958,divided,تقسیم شده,"The country was divided by civil war.","کشور توسط جنگ داخلی تقسیم شد.","/dɪˈvaɪ.dɪd/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1959,divine,الهی,"They believed it was divine intervention.","آنها معتقد بودند این مداخله الهی بوده است.","/dɪˈvaɪn/","عمومی","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1960,diving,غواصی,"Scuba diving is my favorite hobby.","غواصی با اسکوبا سرگرمی مورد علاقه من است.","/ˈdaɪ.vɪŋ/","ورزشی","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1961,division,تقسیم,"The division of labor increased efficiency.","تقسیم کار بازدهی را افزایش داد.","/dɪˈvɪʒ.ən/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1962,divorce,طلاق,"Their marriage ended in divorce.","ازدواج آنها به طلاق ختم شد.","/dɪˈvɔːs/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1963,divorce,طلاق دادن,"She divorced her husband last year.","او سال گذشته از همسرش طلاق گرفت.","/dɪˈvɔːs/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1964,divorced,مطلقه,"She's been divorced for five years.","او پنج سال است که مطلقه است.","/dɪˈvɔːst/","عمومی","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1965,dizzy,گیج,"I feel dizzy after spinning around.","بعد از چرخیدن احساس گیجی می‌کنم.","/ˈdɪz.i/","عمومی","A2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1966,DJ,دی‌جی,"The DJ played great music at the party.","دی‌جی در مهمانی موسیقی عالی پخش کرد.","/ˌdiːˈdʒeɪ/","موسیقی","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1967,DNA,دی‌ان‌ای,"DNA testing proved his innocence.","آزمایش دی‌ان‌ای بی‌گناهی او را ثابت کرد.","/ˌdiː.enˈeɪ/","علمی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1968,do,انجام دادن,"What are you doing tonight?","امشب چه کار می‌کنی؟","/duː/","عمومی","A1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1969,doc,پزشک (مخفف),"The doc will see you now.","پزشک الآن شما را ویزیت می‌کند.","/dɒk/","سلامتی","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1970,dock,اسکله,"The ship arrived at the dock.","کشتی به اسکله رسید.","/dɒk/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1971,doctor/Dr./Dr,دکتر,"You should see a doctor about that cough.","شما باید برای آن سرفه دکتر ببینید.","/ˈdɒk.tər/","سلامتی","A1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1972,document,سند,"Please sign this document.","لطفاً این سند را امضا کنید.","/ˈdɒk.jə.mənt/","عمومی","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1973,documentary,مستند,"We watched a documentary about whales.","ما یک مستند درباره نهنگ‌ها تماشا کردیم.","/ˌdɒk.jəˈmen.tər.i/","عمومی","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1974,does,می‌کند (حال ساده do),"She does her homework every night.","او هر شب تکالیفش را انجام می‌دهد.","/dʌz/","دستور زبان","A1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1975,dog,سگ,"We have two dogs.","ما دو سگ داریم.","/dɒɡ/","حیوانات","A1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1976,doing,انجام دادن (حال استمراری do),"What are you doing?","داری چه کار می‌کنی؟","/ˈduː.ɪŋ/","عمومی","A1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1977,doll,عروسک,"The child hugged her doll.","بچه عروسکش را بغل کرد.","/dɒl/","عمومی","A1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1978,dollar,دلار,"It costs fifty dollars.","قیمتش پنجاه دلار است.","/ˈdɒl.ər/","مالی","A1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1979,dolphin,دلفین,"We saw dolphins in the bay.","ما دلفین‌ها را در خلیج دیدیم.","/ˈdɒl.fɪn/","حیوانات","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1980,domestic,خانگی,"Domestic violence is a serious problem.","خشونت خانگی مشکل جدی است.","/dəˈmes.tɪk/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1981,dominate,سلطه داشتن,"The team dominated the game.","تیم بر بازی سلطه داشت.","/ˈdɒm.ɪ.neɪt/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1982,donate,اهداء کردن,"They donated money to charity.","آنها پول به خیریه اهداء کردند.","/dəʊˈneɪt/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1983,donation,اهداء,"We made a donation to the hospital.","ما به بیمارستان اهداء کردیم.","/dəʊˈneɪ.ʃən/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1984,done,انجام شده (past participle do),"Have you done your homework?","آیا تکالیفت را انجام داده‌ای؟","/dʌn/","عمومی","A2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1985,donkey,الاغ,"The donkey carried heavy loads.","الاغ بارهای سنگین حمل می‌کرد.","/ˈdɒŋ.ki/","حیوانات","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1986,doom,سرنوشت شوم,"Many predicted the company's doom.","بسیاری سرنوشت شوم شرکت را پیش‌بینی کردند.","/duːm/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1987,door,در,"Please close the door.","لطفاً در را ببندید.","/dɔːr/","عمومی","A1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1988,doorkeeper,دربان,"The doorkeeper let us in.","دربان ما را راه داد.","/ˈdɔːˌkiː.pər/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1989,doorway,درگاه,"She stood in the doorway.","او در درگاه ایستاد.","/ˈdɔː.weɪ/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1990,dorm,خوابگاه دانشجویی,"I live in a college dorm.","من در خوابگاه دانشجویی زندگی می‌کنم.","/dɔːm/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1991,dormitory,خوابگاه,"The dormitory has strict rules.","خوابگاه قوانین سختگیرانه‌ای دارد.","/ˈdɔː.mɪ.tər.i/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1992,dose,دوز,"Take one dose of medicine daily.","روزانه یک دوز دارو مصرف کنید.","/dəʊs/","سلامتی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1993,dot,نقطه,"The letter 'i' has a dot.","حرف 'i' یک نقطه دارد.","/dɒt/","عمومی","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1994,double,دو برابر,"The price has doubled.","قیمت دو برابر شده است.","/ˈdʌb.əl/","عمومی","A2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1995,double,دوبل,"We booked a double room.","ما یک اتاق دوبل رزرو کردیم.","/ˈdʌb.əl/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1996,double,دو برابر کردن,"The company doubled its profits.","شرکت سود خود را دو برابر کرد.","/ˈdʌb.əl/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1997,doubly,به طور مضاعف,"We must be doubly careful.","ما باید به طور مضاعف مراقب باشیم.","/ˈdʌb.li/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1998,doubt,شک,"I have no doubt about his honesty.","من هیچ شکی درباره صداقت او ندارم.","/daʊt/","عمومی","A2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
1999,doubt,شک کردن,"I doubt he'll come on time.","من شک دارم که او به موقع بیاید.","/daʊt/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
2000,doubtful,مشکوک,"The results seem doubtful to me.","نتایج به نظر من مشکوک می‌رسد.","/ˈdaʊt.fəl/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
2001,dove,کبوتر,"A white dove symbolizes peace.","کبوتر سفید نماد صلح است.","/dʌv/","حیوانات","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
2002,down,پایین (حالت),"He's feeling down today.","او امروز احساس افسردگی می‌کند.","/daʊn/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
2003,down,پایین (جهت),"Sit down, please.","لطفاً بنشینید.","/daʊn/","عمومی","A1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
2004,down,پایین (موقعیت),"The sun goes down in the evening.","خورشید در عصر پایین می‌رود.","/daʊn/","عمومی","A2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
2005,downfall,سقوط,"Greed led to his downfall.","طمع باعث سقوط او شد.","/ˈdaʊn.fɔːl/","عمومی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
2006,download,دانلود کردن,"I'll download the file for you.","من فایل را برای شما دانلود می‌کنم.","/ˌdaʊnˈləʊd/","تکنولوژی","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
2007,download,دانلود,"The download speed is very slow.","سرعت دانلود بسیار کند است.","/ˈdaʊn.ləʊd/","تکنولوژی","A2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
2008,downsize,کاهش اندازه,"The company had to downsize.","شرکت مجبور به کاهش اندازه شد.","/ˈdaʊn.saɪz/","کسب و کار","B2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
2009,downstairs,طبقه پایین,"The kitchen is downstairs.","آشپزخانه در طبقه پایین است.","/ˌdaʊnˈsteəz/","عمومی","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
2010,downstairs,به پایین,"Go downstairs to get the package.","برای گرفتن بسته به پایین بروید.","/ˌdaʊnˈsteəz/","عمومی","A2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
2011,downtown,مرکز شهر,"Let's go downtown for dinner.","بیایید برای شام به مرکز شهر برویم.","/ˌdaʊnˈtaʊn/","عمومی","A2",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
2012,downward,به سمت پایین,"Prices show a downward trend.","قیمت‌ها روندی نزولی نشان می‌دهند.","/ˈdaʊn.wəd/","عمومی","B1",2025-07-30 12:00:00,,2025-07-31 12:00:00,2.5,0,1,False
